Time,Temperature (°C),Humidity (%),Air Quality,Health Score,AQI Status
18:50:31,28.6,60.6,143,83,Clean
18:50:38,28.6,60.6,143,83,Clean
18:50:44,28.6,60.6,143,83,Clean
18:50:51,28.6,60.6,146,83,Clean
18:50:57,28.6,60.6,150,82,Clean
18:51:03,28.6,60.6,144,83,Clean
18:51:10,28.6,60.6,144,83,Clean
18:51:16,28.6,60.7,150,82,Clean
18:51:23,28.6,60.7,149,82,Clean
18:51:29,28.6,60.7,142,82,Clean
18:51:36,28.6,60.7,142,82,Clean
18:51:42,28.6,60.7,145,82,Clean
18:51:49,28.6,60.7,148,82,Clean
18:51:55,28.6,60.7,145,82,Clean
18:52:02,28.6,60.7,143,82,Clean
18:52:08,28.6,60.7,150,82,Clean
18:52:15,28.6,60.7,144,82,Clean
18:52:22,28.6,60.7,144,82,Clean
18:52:30,28.6,60.7,142,82,Clean
18:52:36,28.6,60.7,138,83,Clean
18:52:43,28.6,60.7,145,82,Clean
18:52:50,28.6,60.7,142,82,Clean
18:52:56,28.6,60.7,142,82,Clean
18:53:03,28.6,60.7,150,82,Clean
18:53:09,28.6,60.7,147,82,Clean
18:53:16,28.6,60.7,142,82,Clean
18:53:22,28.6,60.7,146,82,Clean
18:53:28,28.6,60.7,139,83,Clean
18:53:35,28.6,60.7,141,83,Clean
18:53:42,28.6,60.7,147,82,Clean
18:53:48,28.6,60.7,145,82,Clean
18:53:55,28.6,60.7,143,82,Clean
18:54:01,28.6,60.7,146,82,Clean
18:54:08,28.6,60.7,143,82,Clean
18:54:14,28.6,60.7,143,82,Clean
18:54:32,28.6,60.7,142,82,Clean
18:54:38,28.6,60.7,138,83,Clean
18:54:45,28.6,60.7,139,83,Clean
18:54:51,28.6,60.7,144,82,Clean
18:54:57,28.6,60.7,145,82,Clean
18:55:04,28.6,60.8,148,82,Clean
18:55:10,28.6,60.8,141,82,Clean
18:55:17,28.6,60.8,146,82,Clean
18:55:23,28.6,60.8,143,82,Clean
18:55:30,28.6,60.8,142,82,Clean
18:55:36,28.6,60.8,148,82,Clean
18:55:42,28.6,60.8,142,82,Clean
18:55:49,28.6,60.8,140,82,Clean
18:55:55,28.6,60.8,143,82,Clean
